ID,Tournament,Date,Home Team,Away Team,Home Goals,Away Goals,Home Stadium or Not
466,Friendly,1921-12-18,Hungary,Poland,1,0,1
467,Friendly,1921-12-18,Spain,Portugal,3,1,1
468,Friendly,1922-01-15,France,Belgium,2,1,1
469,British Championship,1922-02-04,Wales,Scotland,2,1,1
470,British Championship,1922-03-13,England,Wales,1,0,1
471,Friendly,1922-03-26,Belgium,Netherlands,4,0,1
472,Friendly,1922-03-26,Germany,Switzerland,2,2,1
473,British Championship,1922-04-08,England,Scotland,0,1,1
474,Friendly,1922-04-15,Belgium,Denmark,0,0,1
475,Friendly,1922-04-17,Netherlands,Denmark,2,0,1
476,Friendly,1922-04-23,Austria,Germany,0,2,1
477,Friendly,1922-04-30,France,Spain,0,4,1
478,Friendly,1922-05-07,Netherlands,Belgium,1,2,1
479,Friendly,1922-05-14,Poland,Hungary,0,3,1
480,Friendly,1922-05-21,Italy,Belgium,4,2,1
481,Friendly,1922-05-28,Sweden,Poland,1,2,1
482,Friendly,1922-06-11,Austria,Switzerland,7,1,1
483,Friendly,1922-06-11,Denmark,Czechoslovakia,0,3,1
484,Friendly,1922-06-11,Norway,France,7,0,1
485,Friendly,1922-06-15,Hungary,Switzerland,1,1,1
486,Friendly,1922-06-17,New Zealand,Australia,3,1,1
487,Friendly,1922-06-24,New Zealand,Australia,1,1,1
488,Friendly,1922-07-02,Germany,Hungary,0,0,1
489,Friendly,1922-07-08,New Zealand,Australia,3,1,1
490,Friendly,1922-09-03,Romania,Poland,1,1,1
491,Friendly,1922-09-10,Norway,Denmark,3,3,1
492,Copa America,1922-09-17,Brazil,Chile,1,1,1
493,Copa America,1922-09-23,Chile,Uruguay,0,2,0
494,Copa America,1922-09-24,Brazil,Paraguay,1,1,1
495,Copa America,1922-09-28,Argentina,Chile,4,0,0
496,Copa America,1922-10-01,Brazil,Uruguay,0,0,1
497,Friendly,1922-10-01,Denmark,Sweden,1,2,1
498,Friendly,1922-10-01,Yugoslavia,Poland,1,3,1
499,Copa America,1922-10-08,Argentina,Uruguay,0,1,0
500,Copa America,1922-10-12,Paraguay,Uruguay,1,0,0
501,Copa America,1922-10-15,Brazil,Argentina,2,0,1
502,Copa America,1922-10-18,Argentina,Paraguay,2,0,0
503,British Championship,1922-10-21,England,Northern Ireland,2,0,1
504,Friendly,1922-10-22,Argentina,Chile,1,0,1
505,Copa America,1922-10-22,Brazil,Paraguay,3,0,1
506,Copa Roca,1922-10-22,Brazil,Argentina,2,1,1
507,Friendly,1922-10-29,Brazil,Paraguay,3,1,1
508,Copa Lipton,1922-11-12,Uruguay,Argentina,1,0,1
509,Friendly,1922-11-19,Switzerland,Netherlands,5,0,1
510,Friendly,1922-12-03,Italy,Switzerland,2,2,1
511,Copa Premio Honor Uruguayo,1922-12-10,Uruguay,Argentina,1,0,1
512,Copa Newton,1922-12-17,Argentina,Uruguay,2,2,1
513,Friendly,1922-12-17,Portugal,Spain,1,2,1
514,Friendly,1923-01-01,Guatemala,Mexico,2,3,1
515,Friendly,1923-01-01,Italy,Germany,3,1,1
516,Friendly,1923-01-04,Guatemala,Mexico,3,1,1
517,Friendly,1923-01-07,Guatemala,Mexico,1,4,1
518,Friendly,1923-01-21,Switzerland,Austria,2,0,1
519,Friendly,1923-01-28,Spain,France,3,0,1
520,Friendly,1923-02-04,Belgium,Spain,1,0,1
521,Friendly,1923-02-25,Belgium,France,4,1,1
522,British Championship,1923-03-05,Wales,England,2,2,1
523,Friendly,1923-03-11,Switzerland,Hungary,1,6,1
524,British Championship,1923-03-17,Scotland,Wales,2,0,1
525,Friendly,1923-03-19,England,Belgium,6,1,1
526,Friendly,1923-04-02,Netherlands,France,8,1,1
527,British Championship,1923-04-14,Scotland,England,2,2,1
528,British Championship,1923-04-14,Wales,Northern Ireland,0,3,1
529,Friendly,1923-04-22,France,Switzerland,2,2,1
530,Friendly,1923-04-29,Netherlands,Belgium,1,1,1
531,Friendly,1923-05-06,Czechoslovakia,Denmark,2,0,1
532,Friendly,1923-05-10,France,England,1,4,1
533,Friendly,1923-05-10,Germany,Netherlands,0,0,1
534,Copa Chevallier Boutell,1923-05-20,Argentina,Paraguay,0,2,1
535,Friendly,1923-05-21,Sweden,England,2,4,1
536,Friendly,1923-05-24,Japan,China PR,1,5,1
537,Friendly,1923-05-24,Sweden,England,1,3,1
538,Copa Chevallier Boutell,1923-05-25,Argentina,Paraguay,1,0,1
539,Friendly,1923-06-03,Poland,Yugoslavia,1,2,1
540,Friendly,1923-06-03,Switzerland,Germany,1,2,1
541,Friendly,1923-06-09,Australia,New Zealand,2,1,1
542,Friendly,1923-06-16,Australia,New Zealand,2,3,1
543,Friendly,1923-06-17,Denmark,Switzerland,3,2,1
544,Friendly,1923-06-21,Norway,Switzerland,2,2,1
545,Copa Lipton,1923-06-24,Argentina,Uruguay,0,0,1
546,Friendly,1923-06-29,Sweden,Germany,2,1,1
547,Friendly,1923-06-30,Australia,New Zealand,1,4,1
548,Friendly,1923-07-15,Argentina,Uruguay,2,2,1
549,Copa Premio Honor Uruguayo,1923-07-22,Uruguay,Argentina,2,2,1
550,Friendly,1923-08-12,Germany,Finland,1,2,1
551,Friendly,1923-09-02,Poland,Romania,1,1,1
552,Friendly,1923-09-23,Finland,Poland,5,3,1
553,Friendly,1923-09-25,Estonia,Poland,1,4,1
554,Friendly,1923-09-30,Denmark,Norway,2,1,1
555,Copa Premio Honor Uruguayo,1923-09-30,Uruguay,Argentina,0,2,1
556,Friendly,1923-10-14,Sweden,Denmark,1,3,1
557,British Championship,1923-10-20,Northern Ireland,England,2,1,1
558,Friendly,1923-10-28,France,Norway,0,2,1
559,Copa America,1923-10-29,Argentina,Paraguay,4,3,0
560,Friendly,1923-11-01,Belgium,England,2,2,1
561,Friendly,1923-11-01,Poland,Sweden,2,2,1
562,Friendly,1923-11-04,Germany,Norway,1,0,1
563,Copa America,1923-11-04,Uruguay,Paraguay,2,0,1
564,Copa America,1923-11-11,Brazil,Paraguay,0,1,0
565,Copa America,1923-11-18,Argentina,Brazil,2,1,0
566,Friendly,1923-11-22,Brazil,Paraguay,2,0,0
567,Friendly,1923-11-25,Netherlands,Switzerland,4,1,1
568,Copa America,1923-11-25,Uruguay,Brazil,2,1,1
569,Friendly,1923-12-02,Argentina,Brazil,0,2,1
570,Copa America,1923-12-02,Uruguay,Argentina,2,0,1
571,Copa Roca,1923-12-09,Argentina,Brazil,2,0,1
572,Friendly,1923-12-09,Mexico,Guatemala,2,1,1
573,Friendly,1923-12-12,Mexico,Guatemala,2,0,1
574,Friendly,1923-12-16,Mexico,Guatemala,3,3,1
575,Friendly,1923-12-16,Spain,Portugal,3,0,1
576,Friendly,1924-01-13,France,Belgium,2,0,1
577,Friendly,1924-01-13,Germany,Austria,4,3,1
578,British Championship,1924-02-16,Wales,Scotland,2,0,1
579,British Championship,1924-03-03,England,Wales,1,2,1
580,Friendly,1924-03-09,Italy,Spain,0,0,1
581,Friendly,1924-03-13,Catalonia,Spain,0,7,1
582,British Championship,1924-03-15,Northern Ireland,Wales,0,1,1
583,Friendly,1924-03-23,Netherlands,Belgium,1,1,1
584,Friendly,1924-03-23,Switzerland,France,3,0,1
585,British Championship,1924-04-12,England,Scotland,1,1,1
586,Friendly,1924-04-21,Netherlands,Germany,0,1,1
587,Friendly,1924-04-21,Switzerland,Denmark,2,0,1
588,Friendly,1924-04-27,Belgium,Netherlands,1,1,1
589,Copa Chevallier Boutell,1924-05-15,Paraguay,Argentina,1,3,1
590,Friendly,1924-05-17,France,England,1,3,1
591,Copa Chevallier Boutell,1924-05-18,Paraguay,Argentina,2,1,1
592,Friendly,1924-05-18,Sweden,Poland,5,1,1
593,Friendly,1924-05-18,Switzerland,Hungary,4,2,1
594,Copa Newton,1924-05-25,Argentina,Uruguay,4,0,1
595,Copa Lipton,1924-05-25,Uruguay,Argentina,2,0,1
596,Friendly,1924-06-04,France,Hungary,0,1,1
597,Friendly,1924-06-07,Australia,Canada,3,2,1
598,Friendly,1924-06-10,Poland,United States,2,3,1
599,Friendly,1924-06-14,Australia,Canada,0,1,1
600,Nordic Championship,1924-06-15,Denmark,Sweden,2,3,1
601,Friendly,1924-06-15,Norway,Germany,0,2,1
602,Friendly,1924-06-23,Australia,Canada,4,1,1
603,Friendly,1924-06-28,Australia,Canada,0,0,1
604,Friendly,1924-06-29,Poland,Turkey,2,0,1
605,Friendly,1924-07-12,Australia,Canada,1,4,1
606,Friendly,1924-07-26,Australia,Canada,1,0,1
607,Friendly,1924-08-10,Poland,Finland,1,0,1
608,Friendly,1924-08-31,Germany,Sweden,1,4,1
609,Friendly,1924-08-31,Hungary,Poland,4,0,1
610,Nordic Championship,1924-09-14,Norway,Denmark,1,3,1
611,Friendly,1924-09-21,Hungary,Germany,4,1,1
612,Friendly,1924-09-21,Uruguay,Argentina,1,1,1
613,Friendly,1924-10-02,Argentina,Uruguay,2,1,1
614,Friendly,1924-10-05,Denmark,Belgium,2,1,1
615,Copa America,1924-10-12,Argentina,Paraguay,0,0,0
616,Copa America,1924-10-19,Uruguay,Chile,5,0,1
617,British Championship,1924-10-22,England,Northern Ireland,3,1,1
618,Copa America,1924-10-25,Argentina,Chile,2,0,0
619,Copa America,1924-10-26,Uruguay,Paraguay,3,1,1
620,Friendly,1924-11-02,Netherlands,South Africa,2,1,1
621,Copa America,1924-11-02,Uruguay,Argentina,0,0,1
622,Friendly,1924-11-11,Belgium,France,3,0,1
623,Friendly,1924-11-23,Germany,Italy,0,1,1
624,Friendly,1924-12-08,England,Belgium,4,0,1
625,Friendly,1924-12-14,Germany,Switzerland,1,1,1
626,Friendly,1924-12-21,Spain,Austria,2,1,1
627,British Championship,1925-02-14,Scotland,Wales,3,1,1
628,British Championship,1925-02-28,Wales,England,1,2,1
629,Friendly,1925-03-15,Belgium,Netherlands,0,1,1
630,Friendly,1925-03-22,Austria,Switzerland,2,0,1
631,Friendly,1925-03-22,Italy,France,7,0,1
632,Friendly,1925-03-25,Hungary,Switzerland,5,0,1
633,Friendly,1925-03-29,Netherlands,Germany,2,1,1
634,British Championship,1925-04-04,Scotland,England,2,0,1
635,British Championship,1925-04-18,Wales,Northern Ireland,0,0,1
636,Friendly,1925-04-19,France,Austria,0,4,1
637,Friendly,1925-04-19,Switzerland,Netherlands,4,1,1
638,Friendly,1925-05-03,Netherlands,Belgium,5,0,1
639,Friendly,1925-05-20,China PR,Japan,2,0,0
640,Friendly,1925-05-21,France,England,2,3,1
641,Friendly,1925-05-21,Hungary,Belgium,1,3,1
642,Friendly,1925-05-24,Switzerland,Belgium,0,0,1
643,Friendly,1925-06-01,Switzerland,Spain,0,3,1
644,Friendly,1925-06-14,Spain,Italy,1,0,1
645,Nordic Championship,1925-06-14,Sweden,Denmark,0,2,1
646,Friendly,1925-06-18,Portugal,Italy,1,0,1
647,Nordic Championship,1925-06-21,Denmark,Norway,5,1,1
648,Friendly,1925-06-21,Sweden,Germany,1,0,1
649,Friendly,1925-06-26,Finland,Germany,3,5,1
650,Friendly,1925-06-27,Canada,United States,1,0,1
651,Copa Chevallier Boutell,1925-07-09,Argentina,Paraguay,1,1,1
652,Copa Chevallier Boutell,1925-07-12,Argentina,Paraguay,1,1,1
653,Friendly,1925-07-14,Uruguay,Paraguay,0,1,1
654,Friendly,1925-07-18,Uruguay,Paraguay,0,1,1
655,Friendly,1925-07-19,Poland,Hungary,0,2,1
656,Friendly,1925-08-15,Paraguay,Uruguay,1,0,1
657,Friendly,1925-08-19,Paraguay,Uruguay,0,1,1
658,Friendly,1925-08-23,Paraguay,Uruguay,0,0,1
659,Friendly,1925-08-30,Finland,Poland,2,2,1
660,Friendly,1925-09-02,Estonia,Poland,0,0,1
661,Friendly,1925-09-27,Austria,Spain,0,1,1
662,Friendly,1925-09-27,Denmark,Finland,3,3,1
663,Friendly,1925-10-02,Turkey,Poland,1,2,1
664,Friendly,1925-10-04,Hungary,Spain,0,1,1
665,British Championship,1925-10-24,Northern Ireland,England,0,0,1
666,Friendly,1925-10-25,Netherlands,Denmark,4,2,1
667,Friendly,1925-10-25,Switzerland,Germany,0,4,1
668,British Championship,1925-10-31,Wales,Scotland,0,3,1
669,Friendly,1925-11-01,Poland,Sweden,2,6,1
670,Friendly,1925-11-08,Switzerland,Austria,2,0,1
671,Friendly,1925-11-08,United States,Canada,6,1,1
672,Copa America,1925-11-29,Argentina,Paraguay,2,0,1
673,Copa America,1925-12-06,Brazil,Paraguay,5,2,0
674,Copa America,1925-12-13,Argentina,Brazil,4,1,1
675,Friendly,1925-12-13,Belgium,Austria,3,4,1
676,Copa America,1925-12-17,Brazil,Paraguay,3,1,0
677,Copa America,1925-12-20,Argentina,Paraguay,3,1,1
678,Copa America,1925-12-25,Argentina,Brazil,2,2,1
679,British Championship,1926-02-13,Northern Ireland,Wales,3,0,1
680,Friendly,1926-02-14,Belgium,Hungary,0,2,1
681,British Championship,1926-03-01,England,Wales,1,3,1
682,Friendly,1926-03-14,Belgium,Netherlands,1,1,1
683,Friendly,1926-03-28,Netherlands,Switzerland,5,0,1
684,Friendly,1926-04-11,France,Belgium,4,3,1
685,British Championship,1926-04-17,England,Scotland,0,1,1
686,Friendly,1926-04-18,France,Portugal,4,2,1
687,Friendly,1926-04-18,Germany,Netherlands,4,2,1
688,Friendly,1926-04-18,Switzerland,Italy,1,1,1
689,Friendly,1926-04-25,France,Switzerland,1,0,1
690,Friendly,1926-05-02,Netherlands,Belgium,1,5,1
691,Friendly,1926-05-09,Italy,Switzerland,3,2,1
692,Friendly,1926-05-24,Belgium,England,3,5,1
693,Copa Chevallier Boutell,1926-05-29,Argentina,Paraguay,2,1,1
694,Friendly,1926-05-30,Austria,France,4,1,1
695,Copa Chevallier Boutell,1926-06-03,Argentina,Paraguay,2,1,1
696,Friendly,1926-06-13,Denmark,Netherlands,4,1,1
697,Friendly,1926-06-13,France,Yugoslavia,4,1,1
698,Friendly,1926-06-20,Belgium,France,2,2,1
699,Friendly,1926-06-20,Finland,Denmark,3,2,1
700,Friendly,1926-06-20,Germany,Sweden,3,3,1
701,Friendly,1926-07-04,Poland,Estonia,2,0,1
702,Friendly,1926-08-08,Poland,Finland,7,1,1
703,Friendly,1926-08-20,Hungary,Poland,4,1,1
704,Friendly,1926-09-12,Poland,Turkey,6,1,1
705,Nordic Championship,1926-09-19,Norway,Denmark,2,2,1
706,Nordic Championship,1926-10-03,Denmark,Sweden,2,0,1
707,Friendly,1926-10-03,Sweden,Poland,3,1,1
708,Friendly,1926-10-10,Austria,Switzerland,7,1,1
709,Copa America,1926-10-16,Argentina,Bolivia,5,0,0
710,Copa America,1926-10-17,Chile,Uruguay,1,3,1
711,Copa America,1926-10-20,Argentina,Paraguay,8,0,0
712,British Championship,1926-10-20,England,Northern Ireland,3,3,1
713,Copa America,1926-10-24,Argentina,Uruguay,0,2,0
714,Copa America,1926-10-28,Bolivia,Uruguay,0,6,0
715,British Championship,1926-10-30,Scotland,Wales,3,0,1
716,Copa America,1926-10-31,Chile,Argentina,1,1,1
717,Friendly,1926-10-31,Netherlands,Germany,2,3,1
718,Copa America,1926-11-01,Paraguay,Uruguay,1,6,0
719,Friendly,1926-11-06,United States,Canada,6,2,1
720,Friendly,1926-12-12,Germany,Switzerland,2,3,1
721,Friendly,1926-12-19,Spain,Hungary,4,2,1
722,Friendly,1926-12-26,Portugal,Hungary,3,3,1
723,Friendly,1927-01-02,Belgium,Czechoslovakia,2,3,1
724,Friendly,1927-01-30,Switzerland,Italy,1,5,1
725,British Championship,1927-02-12,Wales,England,3,3,1
726,Friendly,1927-03-13,Belgium,Netherlands,2,0,1
727,Friendly,1927-03-16,Portugal,France,4,0,1
728,British Championship,1927-04-02,Scotland,England,1,2,1
729,Friendly,1927-04-03,Belgium,Sweden,2,1,1
730,British Championship,1927-04-09,Wales,Northern Ireland,2,2,1
731,Friendly,1927-04-17,Italy,Portugal,3,1,1
732,Friendly,1927-04-17,Spain,Switzerland,1,0,1
733,Friendly,1927-04-24,France,Italy,3,3,1
734,Friendly,1927-05-01,Netherlands,Belgium,3,2,1
735,Friendly,1927-05-11,Belgium,England,1,9,1
736,Friendly,1927-05-21,Luxembourg,England,2,5,1
737,Friendly,1927-05-22,Austria,Belgium,4,1,1
738,Friendly,1927-05-22,France,Spain,1,4,1
739,Friendly,1927-05-26,Czechoslovakia,Belgium,4,0,1
740,Friendly,1927-05-26,France,England,0,6,1
741,Friendly,1927-05-29,Italy,Spain,2,0,1
742,Friendly,1927-05-29,Norway,Denmark,0,1,1
743,Friendly,1927-05-29,Switzerland,Austria,1,4,1
744,Friendly,1927-06-12,Denmark,Netherlands,1,1,1
745,Friendly,1927-06-12,Hungary,France,13,1,1
746,Friendly,1927-06-19,Romania,Poland,3,3,1
747,Nordic Championship,1927-06-19,Sweden,Denmark,0,0,1
748,Friendly,1927-06-25,New Zealand,Canada,2,2,1
749,Friendly,1927-07-02,New Zealand,Canada,1,2,1
750,Friendly,1927-07-09,New Zealand,Canada,1,0,1
751,Copa Newton,1927-07-14,Uruguay,Argentina,0,1,1
752,Friendly,1927-07-23,New Zealand,Canada,1,4,1
753,Friendly,1927-08-27,China PR,Japan,5,1,1
754,Friendly,1927-08-29,Japan,Philippines,2,1,0
755,Copa Lipton,1927-08-30,Argentina,Uruguay,0,1,1
756,Friendly,1927-09-04,Sweden,Belgium,7,0,1
757,Friendly,1927-10-02,Denmark,Germany,3,1,1
758,British Championship,1927-10-22,Northern Ireland,England,2,0,1
759,Friendly,1927-10-23,Germany,Norway,6,2,1
760,British Championship,1927-10-29,Wales,Scotland,2,2,1
761,Copa America,1927-10-30,Argentina,Bolivia,7,1,0
762,Nordic Championship,1927-10-30,Denmark,Norway,3,1,1
763,Copa America,1927-11-01,Peru,Uruguay,0,4,1
764,Copa America,1927-11-06,Bolivia,Uruguay,0,9,0
765,Friendly,1927-11-06,Switzerland,Sweden,2,2,1
766,Friendly,1927-11-13,Netherlands,Sweden,1,0,1
767,Copa America,1927-11-20,Argentina,Uruguay,3,2,0
768,Friendly,1927-11-20,Germany,Netherlands,2,2,1
769,Copa America,1927-11-27,Peru,Argentina,1,5,1
770,British Championship,1927-11-28,England,Wales,1,2,1
771,Friendly,1927-12-10,Chile,Uruguay,2,3,1
772,International Cup,1928-01-01,Italy,Switzerland,3,2,1
773,Friendly,1928-01-08,Belgium,Austria,1,2,1
774,Friendly,1928-01-08,Portugal,Spain,2,2,1
775,British Championship,1928-02-04,Northern Ireland,Wales,1,2,1
776,Friendly,1928-02-12,Belgium,Republic of Ireland,2,4,1
777,Friendly,1928-02-21,France,Northern Ireland,4,0,1
778,Friendly,1928-03-11,Netherlands,Belgium,1,1,1
779,Friendly,1928-03-11,Switzerland,France,4,3,1
780,British Championship,1928-03-31,England,Scotland,1,5,1
781,Friendly,1928-04-01,Belgium,Netherlands,1,0,1
782,Friendly,1928-04-01,Portugal,Argentina,0,0,1
783,Friendly,1928-04-15,France,Belgium,2,3,1
784,Friendly,1928-04-15,Portugal,Italy,4,1,1
785,Friendly,1928-04-15,Switzerland,Germany,2,3,1
786,Friendly,1928-04-22,Netherlands,Denmark,2,0,1
787,Friendly,1928-04-22,Spain,Italy,1,1,1
788,Friendly,1928-04-29,France,Portugal,1,1,1
789,Friendly,1928-05-06,Switzerland,Netherlands,2,1,1
790,Friendly,1928-05-13,France,Czechoslovakia,0,2,1
791,Friendly,1928-05-17,France,England,1,5,1
792,Friendly,1928-05-19,Belgium,England,1,3,1
793,Friendly,1928-06-10,Poland,United States,3,3,1
794,Friendly,1928-06-14,Netherlands,Egypt,1,2,1
795,Nordic Championship,1928-06-17,Norway,Denmark,2,3,1
796,Friendly,1928-07-01,Poland,Sweden,2,1,1
797,Friendly,1928-08-15,Paraguay,Uruguay,3,1,1
798,Friendly,1928-08-17,Belarus,Switzerland,6,3,0
799,Friendly,1928-08-19,Paraguay,Uruguay,1,1,1
800,Copa Newton,1928-08-30,Argentina,Uruguay,1,0,1
801,Friendly,1928-09-16,Germany,Denmark,2,1,1
802,Copa Lipton,1928-09-21,Uruguay,Argentina,2,2,1
803,Friendly,1928-09-23,Norway,Germany,0,2,1
804,Friendly,1928-09-30,Sweden,Germany,2,0,1
805,Nordic Championship,1928-10-07,Denmark,Sweden,3,1,1
806,International Cup,1928-10-14,Switzerland,Italy,2,3,1
807,British Championship,1928-10-22,England,Northern Ireland,2,1,1
808,Friendly,1928-10-27,Czechoslovakia,Poland,3,2,1
809,British Championship,1928-10-27,Scotland,Wales,4,2,1
810,International Cup,1928-10-28,Austria,Switzerland,2,0,1
811,International Cup,1928-11-01,Hungary,Switzerland,3,1,1
812,Friendly,1928-11-04,Netherlands,Belgium,1,1,1
813,British Championship,1928-11-17,Wales,England,2,3,1
814,Friendly,1928-12-02,Italy,Netherlands,3,2,1
815,British Championship,1929-02-02,Wales,Northern Ireland,2,2,1
816,Friendly,1929-02-10,Germany,Switzerland,7,1,1
817,Friendly,1929-02-24,France,Hungary,3,0,1
818,Friendly,1929-03-17,Netherlands,Switzerland,3,2,1
819,Friendly,1929-03-17,Spain,Portugal,5,0,1
820,Friendly,1929-03-24,France,Portugal,2,0,1
821,British Championship,1929-04-13,Scotland,England,1,0,1
822,Friendly,1929-04-14,Spain,France,8,1,1
823,International Cup,1929-04-14,Switzerland,Hungary,4,5,1
824,Friendly,1929-04-28,Italy,Germany,1,2,1
825,Friendly,1929-04-30,Republic of Ireland,Belgium,4,0,1
826,Friendly,1929-05-05,Belgium,Netherlands,3,1,1
827,International Cup,1929-05-05,Switzerland,Czechoslovakia,1,4,1
828,Friendly,1929-05-09,France,England,1,4,1
829,Friendly,1929-05-11,Belgium,England,1,5,1
830,Friendly,1929-05-15,Spain,England,4,3,1
831,Friendly,1929-05-19,France,Yugoslavia,1,3,1
832,Friendly,1929-05-26,Belgium,France,4,1,1
833,Friendly,1929-06-01,Germany,Scotland,1,1,1
834,Friendly,1929-06-04,Netherlands,Scotland,0,2,1
835,Friendly,1929-06-09,Sweden,Netherlands,6,2,1
836,Friendly,1929-06-12,Norway,Netherlands,4,4,1
837,Friendly,1929-06-16,Argentina,Uruguay,2,0,1
838,Nordic Championship,1929-06-16,Sweden,Denmark,3,2,1
839,Friendly,1929-06-16,Uruguay,Argentina,1,1,1
840,Nordic Championship,1929-06-23,Denmark,Norway,2,5,1
841,Friendly,1929-06-23,Germany,Sweden,3,0,1
842,Copa Newton,1929-09-20,Uruguay,Argentina,2,1,1
843,Copa Lipton,1929-09-28,Argentina,Uruguay,0,0,1
844,International Cup,1929-10-06,Czechoslovakia,Switzerland,5,0,1
845,Nordic Championship,1929-10-13,Denmark,Finland,8,0,1
846,British Championship,1929-10-19,Northern Ireland,England,0,3,1
847,Friendly,1929-10-20,Germany,Finland,4,0,1
848,British Championship,1929-10-26,Wales,Scotland,2,4,1
849,International Cup,1929-10-27,Switzerland,Austria,1,3,1
850,Copa America,1929-11-01,Paraguay,Uruguay,3,0,0
